participant_id,source_type,age,gender,student_status,region,platform_sessions_per_day,messages_sent_per_day,in_person_conversations_per_week,shared_meals_or_social_events_per_week,group_activities_per_month,trusted_contacts_count,sleep_hours,self_reported_stress_0_100,lq1,lq2,lq3,lq4,lq5,lq6,lq7,sci1,sci2,sci3,sci4,sci5,sci6,delay_immediate_choice_1,delay_immediate_choice_2,delay_immediate_choice_3,delay_immediate_choice_4,delay_immediate_choice_5,delay_immediate_choice_6,spend1,spend2,spend3,spend4,spend5,risk_choice_1,risk_choice_2,risk_choice_3,risk_choice_4,risk_choice_5,conflict_defense_1,conflict_defense_2,conflict_defense_3,conflict_defense_4,conflict_defense_5,loneliness_score,social_connection_score,immediate_reward_bias,impulsive_spending_score,high_risk_choice_score,conflict_defense_score,risk_decision_index,loneliness_group,top_quartile_risk,decision_type,created_at,data_note
SYN-0389,synthetic_pilot,18,Male,Undergraduate,North America,10,23,15,4,4,6,6.1,32.6,3,2,2,2,3,3,2,5,5,4,4,5,5,0,0,0,0,1,0,3,3,3,4,3,0,0,1,1,0,2,2,3,1,4,35.7,91.7,16.7,55.0,40.0,35.0,34.8,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0390,synthetic_pilot,20,Male,Undergraduate,East Asia,6,20,1,3,0,3,6.8,74.4,3,4,4,5,4,4,4,5,3,5,4,3,3,0,1,0,1,1,1,3,3,4,5,2,1,0,0,0,1,2,3,5,2,2,75.0,70.8,66.7,60.0,40.0,45.0,55.1,High loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0391,synthetic_pilot,16,Prefer not to say,Undergraduate,North America,3,18,5,2,1,2,6.2,11.9,3,2,3,4,4,2,1,1,2,2,2,5,3,1,0,1,0,0,0,3,2,3,3,3,0,0,0,0,0,3,3,2,3,3,42.9,37.5,33.3,45.0,0.0,45.0,29.7,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0392,synthetic_pilot,19,Female,High school,North America,10,33,8,4,2,4,6.9,57.9,4,5,3,4,3,5,4,4,4,1,2,5,4,1,0,1,1,1,0,5,4,3,3,4,0,1,1,0,1,4,5,3,5,3,75.0,58.3,66.7,70.0,60.0,75.0,67.1,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0393,synthetic_pilot,24,Female,Undergraduate,North America,13,14,11,5,2,2,7.9,27.8,4,4,3,4,5,4,5,3,3,4,3,2,2,1,1,0,1,0,1,2,2,2,3,3,0,1,0,1,0,4,4,5,4,3,78.6,45.8,66.7,35.0,40.0,75.0,53.3,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0394,synthetic_pilot,19,Male,High school,Other,8,32,7,4,1,3,5.2,63.3,5,4,5,3,4,5,3,3,3,3,3,2,4,0,1,1,0,1,0,4,3,1,3,4,1,0,0,1,0,5,5,4,4,4,78.6,50.0,50.0,50.0,40.0,85.0,52.8,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0395,synthetic_pilot,18,Female,Early career,East Asia,4,19,8,1,6,3,5.6,38.4,4,1,1,3,2,3,3,3,4,4,2,3,5,0,0,0,1,1,0,3,3,3,5,4,0,0,1,1,1,3,3,3,2,2,35.7,62.5,33.3,65.0,60.0,40.0,48.9,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0396,synthetic_pilot,20,Female,Undergraduate,Other,8,27,2,1,0,0,7.0,38.2,3,3,3,5,5,3,5,3,4,4,2,4,4,0,0,1,1,0,0,4,4,4,4,4,1,1,0,0,0,3,3,3,3,4,71.4,62.5,33.3,75.0,40.0,55.0,48.7,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0397,synthetic_pilot,22,Male,High school,North America,5,28,16,6,2,2,6.4,54.5,3,2,3,2,2,2,3,4,5,3,5,5,5,0,0,0,0,0,0,3,4,2,2,4,0,0,0,0,0,5,3,2,2,4,35.7,87.5,0.0,50.0,0.0,55.0,20.8,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0398,synthetic_pilot,19,Female,High school,East Asia,13,11,7,6,2,1,5.3,58.6,4,5,3,5,5,5,5,4,2,3,5,2,4,0,1,0,0,1,0,3,2,2,3,4,1,0,1,0,0,4,3,4,4,3,89.3,58.3,33.3,45.0,40.0,65.0,42.7,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0399,synthetic_pilot,21,Female,High school,East Asia,0,24,13,7,5,5,5.5,56.9,3,4,4,4,3,3,3,5,5,4,5,3,5,0,1,1,1,1,0,4,3,5,5,2,0,0,0,0,0,3,2,3,3,3,60.7,87.5,66.7,70.0,0.0,45.0,47.6,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0400,synthetic_pilot,16,Female,Undergraduate,Other,9,35,14,3,1,1,7.4,36.7,2,2,1,1,3,3,1,3,3,3,4,2,2,0,1,0,0,0,0,5,2,4,2,4,0,0,0,1,1,1,2,2,1,2,21.4,45.8,16.7,60.0,40.0,15.0,33.1,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0401,synthetic_pilot,18,Male,Undergraduate,North America,17,41,4,0,1,1,4.4,69.5,5,5,5,5,4,5,4,3,3,4,2,4,3,0,1,1,1,0,1,5,5,5,4,5,1,0,1,0,1,5,4,3,4,4,92.9,54.2,66.7,95.0,60.0,75.0,73.3,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0402,synthetic_pilot,20,Female,Undergraduate,North America,13,2,16,1,2,1,7.1,35.2,4,3,4,4,2,2,3,4,2,3,2,3,3,0,0,0,0,1,0,4,3,4,3,4,0,0,0,0,1,4,3,4,3,3,53.6,45.8,16.7,65.0,20.0,60.0,36.1,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0403,synthetic_pilot,19,Male,High school,Europe,6,36,11,6,3,4,7.3,15.7,2,1,1,2,2,2,3,4,4,4,5,5,4,0,1,0,0,0,0,2,1,2,1,3,1,0,1,0,0,1,1,1,1,1,21.4,83.3,16.7,20.0,40.0,0.0,20.8,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0404,synthetic_pilot,19,Male,Gap year,East Asia,8,29,14,3,3,6,7.6,14.5,3,2,2,3,2,4,2,4,3,5,3,4,4,0,1,0,0,0,1,3,4,2,4,2,1,0,0,0,0,1,2,1,2,2,39.3,70.8,33.3,50.0,20.0,15.0,31.4,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0405,synthetic_pilot,20,Female,Undergraduate,North America,4,28,7,2,4,0,5.1,47.4,4,2,5,4,4,5,4,5,2,3,5,3,3,0,0,0,1,0,1,3,2,3,1,2,0,1,0,1,0,3,3,1,2,2,75.0,62.5,33.3,30.0,40.0,30.0,33.7,High loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0406,synthetic_pilot,20,Female,High school,North America,12,36,23,7,1,4,8.4,52.8,3,2,3,1,1,2,1,5,4,5,5,5,4,1,0,0,0,1,0,5,4,4,2,4,0,1,1,0,0,2,2,1,3,3,21.4,91.7,33.3,70.0,40.0,30.0,43.7,Low loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0407,synthetic_pilot,18,Male,Undergraduate,North America,6,39,14,2,3,4,8.4,54.1,3,1,3,2,3,3,1,4,4,3,5,4,5,0,0,0,0,0,0,2,2,2,3,3,1,0,1,0,0,2,1,2,2,1,32.1,79.2,0.0,35.0,40.0,15.0,21.0,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0408,synthetic_pilot,17,Male,Undergraduate,East Asia,11,2,7,0,0,0,5.2,72.9,5,5,3,5,5,4,4,1,1,1,1,1,1,1,1,0,1,1,1,4,4,4,5,2,0,0,1,1,1,5,5,5,5,5,85.7,0.0,83.3,70.0,60.0,100.0,76.7,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0409,synthetic_pilot,18,Male,Undergraduate,Europe,10,18,13,5,1,0,4.9,84.6,4,5,3,4,5,5,4,2,3,2,3,3,3,0,1,1,0,1,1,4,4,3,4,4,0,1,1,0,1,5,5,5,5,5,82.1,41.7,66.7,70.0,60.0,100.0,70.8,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0410,synthetic_pilot,20,Female,Gap year,Other,6,44,21,4,4,2,7.4,62.7,3,3,4,4,5,3,4,4,5,4,5,5,4,1,0,0,0,0,0,4,3,4,4,4,0,1,0,1,0,3,4,5,3,3,67.9,87.5,16.7,70.0,40.0,65.0,43.1,Moderate loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0411,synthetic_pilot,17,Female,Undergraduate,East Asia,8,28,13,3,4,5,7.3,39.6,3,2,2,2,3,2,2,4,3,4,4,4,5,0,1,0,0,0,0,2,2,1,1,2,0,0,1,0,1,4,3,2,2,3,32.1,75.0,16.7,15.0,40.0,45.0,26.3,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0412,synthetic_pilot,22,Female,Undergraduate,Europe,5,39,21,10,5,4,6.8,27.7,2,2,2,2,3,1,3,5,5,5,5,5,5,0,0,0,0,0,0,2,1,2,3,1,0,0,0,0,0,1,1,2,1,2,28.6,100.0,0.0,20.0,0.0,10.0,6.5,Low loneliness,0,Social-buffered deliberator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0413,synthetic_pilot,16,Male,High school,East Asia,12,21,15,1,4,3,5.8,60.4,4,4,5,4,2,2,3,4,2,3,2,4,4,0,1,0,0,0,0,5,4,1,4,5,0,0,1,0,1,3,3,4,4,3,60.7,54.2,16.7,70.0,40.0,60.0,42.3,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0414,synthetic_pilot,21,Female,Undergraduate,North America,10,18,16,2,2,1,6.3,42.4,4,3,4,5,4,5,5,3,3,4,3,3,2,0,0,0,1,1,0,3,3,4,3,5,1,0,1,1,0,5,5,5,4,5,82.1,50.0,33.3,65.0,60.0,95.0,57.2,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0415,synthetic_pilot,20,Male,High school,Europe,12,11,0,1,2,0,4.2,88.4,5,5,5,5,5,5,5,1,1,2,1,1,2,1,0,1,1,1,1,5,5,5,5,5,1,0,1,1,1,5,4,5,5,4,100.0,8.3,83.3,100.0,80.0,90.0,87.7,High loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0416,synthetic_pilot,17,Nonbinary/Other,Early career,East Asia,4,20,5,6,2,1,5.8,62.5,3,4,4,3,4,4,4,3,4,2,4,4,3,0,0,0,0,0,1,5,5,4,5,5,0,1,0,0,1,3,4,3,3,2,67.9,58.3,16.7,95.0,40.0,50.0,47.1,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0417,synthetic_pilot,19,Female,Undergraduate,Europe,9,8,5,2,2,2,5.7,45.0,3,3,2,3,3,4,3,4,3,3,2,3,4,1,0,1,1,1,1,2,4,3,3,3,0,1,0,0,0,3,3,4,1,2,50.0,54.2,83.3,50.0,20.0,40.0,52.7,Moderate loneliness,0,Balanced decision-maker,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0418,synthetic_pilot,18,Prefer not to say,High school,North America,8,39,5,2,7,2,5.2,57.5,4,4,4,4,5,4,5,5,5,5,5,5,5,1,1,1,0,0,1,4,3,4,4,4,0,1,1,0,1,5,4,3,5,3,82.1,100.0,66.7,70.0,60.0,75.0,67.1,High loneliness,1,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0419,synthetic_pilot,20,Female,High school,North America,1,26,10,5,2,1,4.8,82.7,4,4,2,4,4,4,3,3,3,3,3,2,2,1,1,1,1,1,1,5,3,5,4,4,1,1,1,0,1,5,5,3,5,5,64.3,41.7,100.0,80.0,80.0,90.0,88.5,Moderate loneliness,1,Reward-sensitive accelerator,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
SYN-0420,synthetic_pilot,16,Male,High school,East Asia,11,13,4,0,4,1,6.0,63.8,3,4,4,5,5,3,5,2,2,3,3,1,2,0,1,1,0,1,1,2,3,3,2,2,0,1,1,0,1,5,4,4,5,5,78.6,29.2,66.7,35.0,60.0,90.0,60.6,High loneliness,0,Conflict-defensive responder,2026-07-01T12:59:08.228354+00:00,Synthetic pilot row generated for reproducible demonstration.
